,screenname,username,datetime,url,tweetText,source_domain,source_title,source_snippet,replies_count,retweets_count,likes_count,views_count,reply_to
1777,Koran Tempo,@korantempo,2023-03-06 11:53:00+00:00,https://twitter.com/korantempo/status/1632710868755693568,"Penundaan pemilu, apa pun cara dan motifnya, merupakan pengkhianatan terhadap demokrasi.

Maka dari itu, putusan PN Jakarta Pusat dalam gugatan Partai Prima pekan lalu tidak hanya melawan hukum, tapi juga mengebiri hak asasi setiap warga negara Indonesia.
#KoranTempo #TempoThread",,,,14,206,419,19K,
1778,KOMPAS TV,@KompasTV,2023-03-06 11:00:01+00:00,https://twitter.com/KompasTV/status/1632697536996691969,Presiden @jokowi tanggapi putusan Pengadilan Negeri Jakarta Pusat terkait penundaan Pemilu 2024. Jokowi menegaskan bahwa pemerintah berkomitmen agar pemilu berjalan dengan lancar. Jokowi juga mendukung KPU untuk naik banding atas putusan PN Jakpus tersebut.,,,,27,15,55,20.2K,
1779,Azibani21,@azibani21,2023-03-06 10:47:47+00:00,https://twitter.com/azibani21/status/1632694459124318208,"Klo elektabilitas tinggi, pemilu jgn ditunda donk, he",,,,1,,1,20,@IMCMushroom
1780,Partai NasDem,@NasDem,2023-03-06 10:15:04+00:00,https://twitter.com/NasDem/status/1632686224254337024,"Ketua DPP Partai NasDem kakak Willy Aditya menjelaskan bahwa penundaan pemilu tidak bisa ditentukan oleh PN. 

Mengapa demikian? Berikut penjelasannya. 

𝐈𝐭'𝐬 𝐓𝐢𝐦𝐞 𝐑𝐞𝐬𝐭𝐨𝐫𝐚𝐬𝐢 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 

#ItsTime #PartaiNasDem #RestorasiIndonesia  #NasDemBersamaRakyat",,,,15,31,164,"4,181",
1781,Yudi Setiawan,@YudiSet16452924,2023-03-06 10:02:16+00:00,https://twitter.com/YudiSet16452924/status/1632683002445856768,"Nah loh ketahuan belangnya keputusan PN jakpus adalah titipan istana, sehingga rakyat harus menghormati langkah hukum yg menghasilkan putusan penundaan pemilu?!!",,,,3,14,23,359,
1782,Harian Kompas,@hariankompas,2023-03-06 10:00:00+00:00,https://twitter.com/hariankompas/status/1632682433966669824,"Tak banyak terendus oleh publik, tetiba putusan Pengadilan Negeri Jakarta Pusat menjatuhkan hukuman kepada KPU untuk menunda pelaksanaan tahapan pemilu selama dua tahun empat bulan tujuh hari.

Putusan Keliru Penundaan Pemilu
#Opini 6 Maret 2023

https://bit.ly/3ZmhSYw",,,,2,8,14,"1,823",
1783,The Iconomicsᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@theiconomic,2023-03-06 09:12:38+00:00,https://twitter.com/theiconomic/status/1632670511728824320,"Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta agar proses tahapan pemilu diulang kembali.
Selengkapnya",theiconomics.com,"Tanggapi Putusan PN Jakpus, Ketum Partai Prima: Tidak Ada Penundaan Pemilu 2024 - Iconomics",Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta...,1,3,17,230,
1784,InstitutEcosocRights,@ecosocrights,2023-03-06 08:55:18+00:00,https://twitter.com/ecosocrights/status/1632666150135009282,"Menunda tahapan konsekuensinya menunda pemilu, bambang !!! Begini kok mau membenahi demokrasi. Jangan sampai ujung2nya jd alat oligarki atau perjuangannya sejalan dgn kepentingan oligarki : memperpanjang jabatan presiden lewat penundaan pemilu. 
https://kbr.id/nasional/03-2023/ksp-pemerintah-hormati-putusan-pn-jakpus-soal-perintah-penundaan-pemilu-2024/111127.html…",,,,1,1,2,571,
1785, retno,@retnosetyow4t,2023-03-06 08:50:29+00:00,https://twitter.com/retnosetyow4t/status/1632664936966164485,"Terkait keputusan PN Jakpus tentang penundaan Pemilu , Presiden @jokowi kembali menegaskan bahwa Pemerintah tetap berkomitmen untuk tahapan pemilu berjalan dengan baik dan anggarannya pum sudah disiapkan dan PEMILU TETAP BERJALAN sesuai tanggal yg telah ditentukan.",,,,1,11,41,572,
1786,Koran Tempo,@korantempo,2023-03-06 07:57:32+00:00,https://twitter.com/korantempo/status/1632651612383526914,"Hakim PN Jakarta Pusat yang menjatuhkan putusan penundaan pemilu diduga melanggar kode etik.

Mereka pun dilaporkan ke Komisi Yudisial oleh Koalisi Masyarakat Sipil Kawal Pemilu Bersih. 

#KoranTempo",,,,13,80,293,19.7K,
1787,InstitutEcosocRights,@ecosocrights,2023-03-06 07:52:36+00:00,https://twitter.com/ecosocrights/status/1632650371096268800,"Yg diperkarakan publik bkn pemenuhan hak politik prima tapi keputusan hakim yg konsekuensinya merampas hak rakyat lewat penundaan pemilu.Kalau prima sendiri setuju hak rakyat dirampas lewat penundaan pemilu, ini kejernihan& keadilan macam apa?",,,,3,2,11,917,
1788,ival,@ival678,2023-03-06 07:18:57+00:00,https://twitter.com/ival678/status/1632641903270465536,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Begini penjelasannya.,news.detik.com,Gugatan ke PN Jakpus Diduga Sejak Awal Sengaja Demi Penundaan Pemilu,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Ini penjelasannya.,1,,,102,
1789,tvOnenews,@tvOneNews,2023-03-06 07:12:16+00:00,https://twitter.com/tvOneNews/status/1632640223380402177,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,tvonenews.com,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,Komisi Yudisial terima laporan dugaan pelanggaran kode etik oleh majelis hakim PN Jakpus terkait putusan penghentian/penundaan tahapan pemilihan umum (pemilu).,4,7,26,"3,672",
1790,H2C2024,@opinirakyat2024,2023-03-06 06:28:09+00:00,https://twitter.com/opinirakyat2024/status/1632629118612406272,"Kabarnya sih
Sudah Ada 3 agenda oligarki 
Plan A jokowi 3 periode
Plan B penundaan pemilu/perpanjangan masa jabatan
Plan C dukung boneka yang mau dukung perpanjangan oligarki... 
Inilah demokrasi
Masihkah mau diteruskan??? 
https://twitter.com/opinirakyat2024/status/1631179017809461250?t=bkFtFupzMpYkaq8V-TmrWA&s=19…...",,,,1,,,17,@6ang_Said
1791,Ndon  ,@Ndons_Back,2023-03-06 06:24:51+00:00,https://twitter.com/Ndons_Back/status/1632628287209078784,"Breaking news 

Pemilu ditunda sesudah ndon siap jadi Capres",,,,5,2,6,"2,708",
1792,detikcom,@detikcom,2023-03-06 06:19:37+00:00,https://twitter.com/detikcom/status/1632626971745087490,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI pun minta Jokowi bicara.,news.detik.com,BEM UI: Jokowi Harus Bicara soal Putusan PN Jakpus Terkait Tunda Pemilu,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI meminta Jokowi berbicara.,5,14,36,"6,511",
1793,Mojok.co,@mojokdotco,2023-03-06 06:01:44+00:00,https://twitter.com/mojokdotco/status/1632622472037285888,Kehebohan penundaan Pemilu 2024 masih berlanjut. Kini giliran Majelis Hakim yang bakal dilaporkan. #LagiRame,,,,2,6,29,"8,077",
1794,Historia,@Pemuja_Cinta01,2023-03-06 05:36:03+00:00,https://twitter.com/Pemuja_Cinta01/status/1632616006547030016,"Lah balut nakutin dari mana? Coba dengarkan video ucapan mahasiswa tsb,,,, sesuatu yg tak pernah ia saksikan dalam hidupnya jika pemilu ditunda....? Itu maksudnya apa? Rakyat sudah bosan tau ngk pak.....!!",,,,1,,,23,@lokaturu
1795,detikcom,@detikcom,2023-03-06 05:29:45+00:00,https://twitter.com/detikcom/status/1632614423482322946,Perludem akan melaporkan hakim PN Jakpus soal putusan penundaan Pemilu 2024 ke KY karena dinilai bertentangan dengan Peraturan MA Nomor 2 Tahun 2019.,news.detik.com,Perludem Bakal Laporkan Hakim PN Jakpus Gegara Putusan Tunda Pemilu,Ibnu menuturkan putusan hakim PN Jakpus bertentangan dengan Peraturan Mahkamah Agung Nomor 2 Tahun 2019.,1,4,6,"4,630",
1796, Info Semar ,@infosemar3,2023-03-06 05:16:19+00:00,https://twitter.com/infosemar3/status/1632611041569038336,"Pemerintah mempersiapkan pemilu tahun 2024 itu bersungguh-sungguh, tidak ada perpanjangan (jabatan Presiden), tidak ada penundaan",,,,3,1,8,119,
1797,IndonesiaRaya_ID,@nyak_ih_meutuah,2023-03-06 12:20:04+00:00,https://twitter.com/nyak_ih_meutuah/status/1632717682926829572,"Hanya PENGKHIANAT BANGSA saja yg mendukung penundaan pemilu. Pemilu 2024 adalah amanat konstitusi kita. Jadi, siapapun yg menggaungkan penundaan pemilu hrs dilawan.",,,,1,36,81,"4,763",
1798,Koran Tempo,@korantempo,2023-03-06 11:53:00+00:00,https://twitter.com/korantempo/status/1632710868755693568,"Penundaan pemilu, apa pun cara dan motifnya, merupakan pengkhianatan terhadap demokrasi.

Maka dari itu, putusan PN Jakarta Pusat dalam gugatan Partai Prima pekan lalu tidak hanya melawan hukum, tapi juga mengebiri hak asasi setiap warga negara Indonesia.
#KoranTempo #TempoThread",,,,14,206,419,19K,
1799,KOMPAS TV,@KompasTV,2023-03-06 11:00:01+00:00,https://twitter.com/KompasTV/status/1632697536996691969,Presiden @jokowi tanggapi putusan Pengadilan Negeri Jakarta Pusat terkait penundaan Pemilu 2024. Jokowi menegaskan bahwa pemerintah berkomitmen agar pemilu berjalan dengan lancar. Jokowi juga mendukung KPU untuk naik banding atas putusan PN Jakpus tersebut.,,,,27,15,55,20.2K,
1800,Azibani21,@azibani21,2023-03-06 10:47:47+00:00,https://twitter.com/azibani21/status/1632694459124318208,"Klo elektabilitas tinggi, pemilu jgn ditunda donk, he",,,,1,,1,20,@IMCMushroom
1801,Partai NasDem,@NasDem,2023-03-06 10:15:04+00:00,https://twitter.com/NasDem/status/1632686224254337024,"Ketua DPP Partai NasDem kakak Willy Aditya menjelaskan bahwa penundaan pemilu tidak bisa ditentukan oleh PN. 

Mengapa demikian? Berikut penjelasannya. 

𝐈𝐭'𝐬 𝐓𝐢𝐦𝐞 𝐑𝐞𝐬𝐭𝐨𝐫𝐚𝐬𝐢 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 

#ItsTime #PartaiNasDem #RestorasiIndonesia  #NasDemBersamaRakyat",,,,15,31,164,"4,181",
1802,Yudi Setiawan,@YudiSet16452924,2023-03-06 10:02:16+00:00,https://twitter.com/YudiSet16452924/status/1632683002445856768,"Nah loh ketahuan belangnya keputusan PN jakpus adalah titipan istana, sehingga rakyat harus menghormati langkah hukum yg menghasilkan putusan penundaan pemilu?!!",,,,3,14,23,359,
1803,Harian Kompas,@hariankompas,2023-03-06 10:00:00+00:00,https://twitter.com/hariankompas/status/1632682433966669824,"Tak banyak terendus oleh publik, tetiba putusan Pengadilan Negeri Jakarta Pusat menjatuhkan hukuman kepada KPU untuk menunda pelaksanaan tahapan pemilu selama dua tahun empat bulan tujuh hari.

Putusan Keliru Penundaan Pemilu
#Opini 6 Maret 2023

https://bit.ly/3ZmhSYw",,,,2,8,14,"1,823",
1804,The Iconomicsᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@theiconomic,2023-03-06 09:12:38+00:00,https://twitter.com/theiconomic/status/1632670511728824320,"Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta agar proses tahapan pemilu diulang kembali.
Selengkapnya",theiconomics.com,"Tanggapi Putusan PN Jakpus, Ketum Partai Prima: Tidak Ada Penundaan Pemilu 2024 - Iconomics",Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta...,1,3,17,230,
1805,InstitutEcosocRights,@ecosocrights,2023-03-06 08:55:18+00:00,https://twitter.com/ecosocrights/status/1632666150135009282,"Menunda tahapan konsekuensinya menunda pemilu, bambang !!! Begini kok mau membenahi demokrasi. Jangan sampai ujung2nya jd alat oligarki atau perjuangannya sejalan dgn kepentingan oligarki : memperpanjang jabatan presiden lewat penundaan pemilu. 
https://kbr.id/nasional/03-2023/ksp-pemerintah-hormati-putusan-pn-jakpus-soal-perintah-penundaan-pemilu-2024/111127.html…",,,,1,1,2,571,
1806, retno,@retnosetyow4t,2023-03-06 08:50:29+00:00,https://twitter.com/retnosetyow4t/status/1632664936966164485,"Terkait keputusan PN Jakpus tentang penundaan Pemilu , Presiden @jokowi kembali menegaskan bahwa Pemerintah tetap berkomitmen untuk tahapan pemilu berjalan dengan baik dan anggarannya pum sudah disiapkan dan PEMILU TETAP BERJALAN sesuai tanggal yg telah ditentukan.",,,,1,11,41,572,
1807,Koran Tempo,@korantempo,2023-03-06 07:57:32+00:00,https://twitter.com/korantempo/status/1632651612383526914,"Hakim PN Jakarta Pusat yang menjatuhkan putusan penundaan pemilu diduga melanggar kode etik.

Mereka pun dilaporkan ke Komisi Yudisial oleh Koalisi Masyarakat Sipil Kawal Pemilu Bersih. 

#KoranTempo",,,,13,80,293,19.7K,
1808,InstitutEcosocRights,@ecosocrights,2023-03-06 07:52:36+00:00,https://twitter.com/ecosocrights/status/1632650371096268800,"Yg diperkarakan publik bkn pemenuhan hak politik prima tapi keputusan hakim yg konsekuensinya merampas hak rakyat lewat penundaan pemilu.Kalau prima sendiri setuju hak rakyat dirampas lewat penundaan pemilu, ini kejernihan& keadilan macam apa?",,,,3,2,11,917,
1809,ival,@ival678,2023-03-06 07:18:57+00:00,https://twitter.com/ival678/status/1632641903270465536,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Begini penjelasannya.,news.detik.com,Gugatan ke PN Jakpus Diduga Sejak Awal Sengaja Demi Penundaan Pemilu,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Ini penjelasannya.,1,,,102,
1810,tvOnenews,@tvOneNews,2023-03-06 07:12:16+00:00,https://twitter.com/tvOneNews/status/1632640223380402177,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,tvonenews.com,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,Komisi Yudisial terima laporan dugaan pelanggaran kode etik oleh majelis hakim PN Jakpus terkait putusan penghentian/penundaan tahapan pemilihan umum (pemilu).,4,7,26,"3,672",
1811,H2C2024,@opinirakyat2024,2023-03-06 06:28:09+00:00,https://twitter.com/opinirakyat2024/status/1632629118612406272,"Kabarnya sih
Sudah Ada 3 agenda oligarki 
Plan A jokowi 3 periode
Plan B penundaan pemilu/perpanjangan masa jabatan
Plan C dukung boneka yang mau dukung perpanjangan oligarki... 
Inilah demokrasi
Masihkah mau diteruskan??? 
https://twitter.com/opinirakyat2024/status/1631179017809461250?t=bkFtFupzMpYkaq8V-TmrWA&s=19…...",,,,1,,,17,@6ang_Said
1812,Ndon  ,@Ndons_Back,2023-03-06 06:24:51+00:00,https://twitter.com/Ndons_Back/status/1632628287209078784,"Breaking news 

Pemilu ditunda sesudah ndon siap jadi Capres",,,,5,2,6,"2,708",
1813,detikcom,@detikcom,2023-03-06 06:19:37+00:00,https://twitter.com/detikcom/status/1632626971745087490,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI pun minta Jokowi bicara.,news.detik.com,BEM UI: Jokowi Harus Bicara soal Putusan PN Jakpus Terkait Tunda Pemilu,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI meminta Jokowi berbicara.,5,14,36,"6,511",
1814,Mojok.co,@mojokdotco,2023-03-06 06:01:44+00:00,https://twitter.com/mojokdotco/status/1632622472037285888,Kehebohan penundaan Pemilu 2024 masih berlanjut. Kini giliran Majelis Hakim yang bakal dilaporkan. #LagiRame,,,,2,6,29,"8,077",
1815,Historia,@Pemuja_Cinta01,2023-03-06 05:36:03+00:00,https://twitter.com/Pemuja_Cinta01/status/1632616006547030016,"Lah balut nakutin dari mana? Coba dengarkan video ucapan mahasiswa tsb,,,, sesuatu yg tak pernah ia saksikan dalam hidupnya jika pemilu ditunda....? Itu maksudnya apa? Rakyat sudah bosan tau ngk pak.....!!",,,,1,,,23,@lokaturu
1816,detikcom,@detikcom,2023-03-06 05:29:45+00:00,https://twitter.com/detikcom/status/1632614423482322946,Perludem akan melaporkan hakim PN Jakpus soal putusan penundaan Pemilu 2024 ke KY karena dinilai bertentangan dengan Peraturan MA Nomor 2 Tahun 2019.,news.detik.com,Perludem Bakal Laporkan Hakim PN Jakpus Gegara Putusan Tunda Pemilu,Ibnu menuturkan putusan hakim PN Jakpus bertentangan dengan Peraturan Mahkamah Agung Nomor 2 Tahun 2019.,1,4,6,"4,630",
1817, Info Semar ,@infosemar3,2023-03-06 05:16:19+00:00,https://twitter.com/infosemar3/status/1632611041569038336,"Pemerintah mempersiapkan pemilu tahun 2024 itu bersungguh-sungguh, tidak ada perpanjangan (jabatan Presiden), tidak ada penundaan",,,,3,1,8,119,
1818,IndonesiaRaya_ID,@nyak_ih_meutuah,2023-03-06 12:20:04+00:00,https://twitter.com/nyak_ih_meutuah/status/1632717682926829572,"Hanya PENGKHIANAT BANGSA saja yg mendukung penundaan pemilu. Pemilu 2024 adalah amanat konstitusi kita. Jadi, siapapun yg menggaungkan penundaan pemilu hrs dilawan.",,,,1,36,81,"4,763",
1819,Koran Tempo,@korantempo,2023-03-06 11:53:00+00:00,https://twitter.com/korantempo/status/1632710868755693568,"Penundaan pemilu, apa pun cara dan motifnya, merupakan pengkhianatan terhadap demokrasi.

Maka dari itu, putusan PN Jakarta Pusat dalam gugatan Partai Prima pekan lalu tidak hanya melawan hukum, tapi juga mengebiri hak asasi setiap warga negara Indonesia.
#KoranTempo #TempoThread",,,,14,206,419,19K,
1820,KOMPAS TV,@KompasTV,2023-03-06 11:00:01+00:00,https://twitter.com/KompasTV/status/1632697536996691969,Presiden @jokowi tanggapi putusan Pengadilan Negeri Jakarta Pusat terkait penundaan Pemilu 2024. Jokowi menegaskan bahwa pemerintah berkomitmen agar pemilu berjalan dengan lancar. Jokowi juga mendukung KPU untuk naik banding atas putusan PN Jakpus tersebut.,,,,27,15,55,20.2K,
1821,Azibani21,@azibani21,2023-03-06 10:47:47+00:00,https://twitter.com/azibani21/status/1632694459124318208,"Klo elektabilitas tinggi, pemilu jgn ditunda donk, he",,,,1,,1,20,@IMCMushroom
1822,Partai NasDem,@NasDem,2023-03-06 10:15:04+00:00,https://twitter.com/NasDem/status/1632686224254337024,"Ketua DPP Partai NasDem kakak Willy Aditya menjelaskan bahwa penundaan pemilu tidak bisa ditentukan oleh PN. 

Mengapa demikian? Berikut penjelasannya. 

𝐈𝐭'𝐬 𝐓𝐢𝐦𝐞 𝐑𝐞𝐬𝐭𝐨𝐫𝐚𝐬𝐢 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 

#ItsTime #PartaiNasDem #RestorasiIndonesia  #NasDemBersamaRakyat",,,,15,31,164,"4,181",
1823,Yudi Setiawan,@YudiSet16452924,2023-03-06 10:02:16+00:00,https://twitter.com/YudiSet16452924/status/1632683002445856768,"Nah loh ketahuan belangnya keputusan PN jakpus adalah titipan istana, sehingga rakyat harus menghormati langkah hukum yg menghasilkan putusan penundaan pemilu?!!",,,,3,14,23,359,
1824,Harian Kompas,@hariankompas,2023-03-06 10:00:00+00:00,https://twitter.com/hariankompas/status/1632682433966669824,"Tak banyak terendus oleh publik, tetiba putusan Pengadilan Negeri Jakarta Pusat menjatuhkan hukuman kepada KPU untuk menunda pelaksanaan tahapan pemilu selama dua tahun empat bulan tujuh hari.

Putusan Keliru Penundaan Pemilu
#Opini 6 Maret 2023

https://bit.ly/3ZmhSYw",,,,2,8,14,"1,823",
1825,The Iconomicsᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ,@theiconomic,2023-03-06 09:12:38+00:00,https://twitter.com/theiconomic/status/1632670511728824320,"Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta agar proses tahapan pemilu diulang kembali.
Selengkapnya",theiconomics.com,"Tanggapi Putusan PN Jakpus, Ketum Partai Prima: Tidak Ada Penundaan Pemilu 2024 - Iconomics",Partai Prima menyebut gugatannya terhadap Komisi Pemilihan Umum (KPU) di Pengadilan Negeri (PN) Jakarta Pusat tidak terkait dengan penundaan Pemilihan Umum (Pemilu) 2024. Partai Prima hanya meminta...,1,3,17,230,
1826,InstitutEcosocRights,@ecosocrights,2023-03-06 08:55:18+00:00,https://twitter.com/ecosocrights/status/1632666150135009282,"Menunda tahapan konsekuensinya menunda pemilu, bambang !!! Begini kok mau membenahi demokrasi. Jangan sampai ujung2nya jd alat oligarki atau perjuangannya sejalan dgn kepentingan oligarki : memperpanjang jabatan presiden lewat penundaan pemilu. 
https://kbr.id/nasional/03-2023/ksp-pemerintah-hormati-putusan-pn-jakpus-soal-perintah-penundaan-pemilu-2024/111127.html…",,,,1,1,2,571,
1827, retno,@retnosetyow4t,2023-03-06 08:50:29+00:00,https://twitter.com/retnosetyow4t/status/1632664936966164485,"Terkait keputusan PN Jakpus tentang penundaan Pemilu , Presiden @jokowi kembali menegaskan bahwa Pemerintah tetap berkomitmen untuk tahapan pemilu berjalan dengan baik dan anggarannya pum sudah disiapkan dan PEMILU TETAP BERJALAN sesuai tanggal yg telah ditentukan.",,,,1,11,41,572,
1828,Koran Tempo,@korantempo,2023-03-06 07:57:32+00:00,https://twitter.com/korantempo/status/1632651612383526914,"Hakim PN Jakarta Pusat yang menjatuhkan putusan penundaan pemilu diduga melanggar kode etik.

Mereka pun dilaporkan ke Komisi Yudisial oleh Koalisi Masyarakat Sipil Kawal Pemilu Bersih. 

#KoranTempo",,,,13,80,293,19.7K,
1829,InstitutEcosocRights,@ecosocrights,2023-03-06 07:52:36+00:00,https://twitter.com/ecosocrights/status/1632650371096268800,"Yg diperkarakan publik bkn pemenuhan hak politik prima tapi keputusan hakim yg konsekuensinya merampas hak rakyat lewat penundaan pemilu.Kalau prima sendiri setuju hak rakyat dirampas lewat penundaan pemilu, ini kejernihan& keadilan macam apa?",,,,3,2,11,917,
1830,ival,@ival678,2023-03-06 07:18:57+00:00,https://twitter.com/ival678/status/1632641903270465536,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Begini penjelasannya.,news.detik.com,Gugatan ke PN Jakpus Diduga Sejak Awal Sengaja Demi Penundaan Pemilu,Sejumlah kelompok masyarakat sipil pemerhati pemilu menduga putusan PN Jakarta Pusat terkait penundaan pemilu disengaja. Ini penjelasannya.,1,,,102,
1831,tvOnenews,@tvOneNews,2023-03-06 07:12:16+00:00,https://twitter.com/tvOneNews/status/1632640223380402177,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,tvonenews.com,Komisi Yudisial Terima Laporan Terkait Putusan Penundaan Pemilu oleh PN Jaksel,Komisi Yudisial terima laporan dugaan pelanggaran kode etik oleh majelis hakim PN Jakpus terkait putusan penghentian/penundaan tahapan pemilihan umum (pemilu).,4,7,26,"3,672",
1832,H2C2024,@opinirakyat2024,2023-03-06 06:28:09+00:00,https://twitter.com/opinirakyat2024/status/1632629118612406272,"Kabarnya sih
Sudah Ada 3 agenda oligarki 
Plan A jokowi 3 periode
Plan B penundaan pemilu/perpanjangan masa jabatan
Plan C dukung boneka yang mau dukung perpanjangan oligarki... 
Inilah demokrasi
Masihkah mau diteruskan??? 
https://twitter.com/opinirakyat2024/status/1631179017809461250?t=bkFtFupzMpYkaq8V-TmrWA&s=19…...",,,,1,,,17,@6ang_Said
1833,Ndon  ,@Ndons_Back,2023-03-06 06:24:51+00:00,https://twitter.com/Ndons_Back/status/1632628287209078784,"Breaking news 

Pemilu ditunda sesudah ndon siap jadi Capres",,,,5,2,6,"2,708",
1834,detikcom,@detikcom,2023-03-06 06:19:37+00:00,https://twitter.com/detikcom/status/1632626971745087490,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI pun minta Jokowi bicara.,news.detik.com,BEM UI: Jokowi Harus Bicara soal Putusan PN Jakpus Terkait Tunda Pemilu,PN Jakpus mengetok putusan penundaan tahapan Pemilu 2024. Putusan kontroversial ini harus disikapi serius oleh negara. BEM UI meminta Jokowi berbicara.,5,14,36,"6,511",
1835,Mojok.co,@mojokdotco,2023-03-06 06:01:44+00:00,https://twitter.com/mojokdotco/status/1632622472037285888,Kehebohan penundaan Pemilu 2024 masih berlanjut. Kini giliran Majelis Hakim yang bakal dilaporkan. #LagiRame,,,,2,6,29,"8,077",
1836,Historia,@Pemuja_Cinta01,2023-03-06 05:36:03+00:00,https://twitter.com/Pemuja_Cinta01/status/1632616006547030016,"Lah balut nakutin dari mana? Coba dengarkan video ucapan mahasiswa tsb,,,, sesuatu yg tak pernah ia saksikan dalam hidupnya jika pemilu ditunda....? Itu maksudnya apa? Rakyat sudah bosan tau ngk pak.....!!",,,,1,,,23,@lokaturu
1837,detikcom,@detikcom,2023-03-06 05:29:45+00:00,https://twitter.com/detikcom/status/1632614423482322946,Perludem akan melaporkan hakim PN Jakpus soal putusan penundaan Pemilu 2024 ke KY karena dinilai bertentangan dengan Peraturan MA Nomor 2 Tahun 2019.,news.detik.com,Perludem Bakal Laporkan Hakim PN Jakpus Gegara Putusan Tunda Pemilu,Ibnu menuturkan putusan hakim PN Jakpus bertentangan dengan Peraturan Mahkamah Agung Nomor 2 Tahun 2019.,1,4,6,"4,630",
1838, Info Semar ,@infosemar3,2023-03-06 05:16:19+00:00,https://twitter.com/infosemar3/status/1632611041569038336,"Pemerintah mempersiapkan pemilu tahun 2024 itu bersungguh-sungguh, tidak ada perpanjangan (jabatan Presiden), tidak ada penundaan",,,,3,1,8,119,
1839,Yudi Setiawan,@YudiSet16452924,2023-03-06 10:02:16+00:00,https://twitter.com/YudiSet16452924/status/1632683002445856768,"Nah loh ketahuan belangnya keputusan PN jakpus adalah titipan istana, sehingga rakyat harus menghormati langkah hukum yg menghasilkan putusan penundaan pemilu?!!",,,,3,14,23,359,
1840,Harian Kompas,@hariankompas,2023-03-06 10:00:00+00:00,https://twitter.com/hariankompas/status/1632682433966669824,"Tak banyak terendus oleh publik, tetiba putusan Pengadilan Negeri Jakarta Pusat menjatuhkan hukuman kepada KPU untuk menunda pelaksanaan tahapan pemilu selama dua tahun empat bulan tujuh hari.

Putusan Keliru Penundaan Pemilu
#Opini 6 Maret 2023

https://bit.ly/3ZmhSYw",,,,2,8,14,"1,823",
